level,traditional,pinyin,pos
6,上下,shàngxià,N
6,上游,shàngyóu,N
6,善於,shànyú,Vst
6,扇子,shànzi,N
6,稍,shāo,Adv
6,少年,shàonián,N
6,少女,shàonǚ,N
6,少數,shăoshù,Det
6,稍微,shāowéi,Adv
6,沙灘,shātān,N
6,沙子,shāzi,N
6,射,shè,V
6,捨不得,shěbùde,Vst
6,捨得,shěde,Vst
6,社交,shèjiāo,N
6,設立,shèlì,V
6,神,shén,N
6,伸,shēn,V
6,身材,shēncái,N
6,審查,shěnchá,V
6,身分,shēnfèn,N
6,身分證,shēnfènzhèng,N
6,勝,shèng,Vp
6,省,shěng,Vs
6,升,shēng,Vp
6,生,shēng,Vs-attr
6,繩(子),shéng(zi),N
6,生詞,shēngcí,N
6,生存,shēngcún,Vs
6,省得,shěngde,Vaux
6,升高,shēnggāo,Vp
6,升級,shēngjí,Vp
6,勝利,shènglì,Vp
6,生肖,shēngxiào,N
6,升學,shēngxué,Vi
6,生長,shēngzhăng,Vs
6,神話,shénhuà,N
6,神經,shénjīng,N
6,深刻,shēnkè,Vs
6,神秘/神祕,shénmì,Vs
6,神奇,shénqí,Vs
6,神氣,shénqì,Vs
6,深淺,shēnqiăn,N
6,申請,shēnqĭng,V
6,神聖,shénshèng,Vs
6,伸手,shēnshŏu,Vi
6,神仙,shénxiān,N
6,深夜,shēnyè,N
6,慎重,shènzhòng,Vs
6,社區,shèqū,N
6,舌頭/舌,shétou/shé,N
6,社團,shètuán,N
6,攝影,shèyĭng,Vi
6,設置,shèzhì,V
6,使,shĭ,V
6,世,shì,N
6,視,shì,Prep
6,詩,shī,N
6,失敗,shībài,Vs
6,時常,shícháng,Adv
6,適當,shìdàng,Vs
6,失掉,shīdiào,Vpt
6,是非,shìfēi,N
6,是否,shìfŏu,Adv
6,師父,shīfù,N
6,師傅,shīfù,N
6,施工,shīgōng,Vi
6,時機,shíjī,N
6,世紀,shìjì,N
6,事件,shìjiàn,N
6,市立,shìlì,Vs-attr
6,勢力,shìlì,N
6,失眠,shīmián,Vp
6,市民,shìmín,N
6,師母,shīmŭ,N
6,食品,shípĭn,N
6,時期,shíqí,N
6,詩人,shīrén,N
6,時時,shíshí,Adv
6,實施,shíshī,V
6,事實上,shìshíshàng,Adv
6,失望,shīwàng,Vs
6,示威,shìwēi,Vi
6,事物,shìwù,N
6,實現,shíxiàn,V
6,事先,shìxiān,Adv
6,實驗,shíyàn,N / Vi
6,試驗,shìyàn,V
6,式樣,shìyàng,N
6,視野,shìyě,N
6,失業,shīyè,Vp
6,實用,shíyòng,Vs
6,適用,shìyòng,Vst
6,實在,shízài,Adv
6,始終,shĭzhōng,Adv
6,受,shòu,Prep / Vst
6,售,shòu,V
6,首,shŏu,Det
6,受不了,shòubùliăo,Vst
6,受到,shòudào,Vpt
6,手電筒,shŏudiàntŏng,N
6,首都,shŏudū,N
6,手段,shŏuduàn,N
6,收費,shōufèi,V-sep
6,手工,shŏugōng,N
6,收集,shōují,V
6,收據,shōujù,N
6,收看,shōukàn,V
6,壽命,shòumìng,N
6,收入,shōurù,N
6,收拾,shōushí,V
6,手術,shŏushù,N
6,首先,shŏuxiān,Adv
6,束,shù,M
6,數,shù,N
6,屬,shŭ,Vst
6,鼠/老鼠,shŭ /lăoshŭ,N
6,耍,shuă,V
6,甩,shuăi,V
6,摔,shuāi,V
6,率領,shuàilĭng,V
6,衰退,shuāituì,Vp
6,雙胞胎,shuāngbāotāi,N
6,雙方,shuāngfāng,N
6,輸出,shūchū,V
6,疏忽,shūhū,Vp
6,稅,shuì,N
6,水分/水份,shuĭfèn,N
6,說服,shuìfú,V
6,睡眠,shuìmián,N
6,水災,shuĭzāi,N
6,書籍,shūjí,N
6,熟練,shúliàn,Vs
6,數量,shùliàng,N
6,樹林,shùlín,N
6,數目,shùmù,N
6,順,shùn,Prep / Vs
6,順手,shùnshŏu,Vs
6,順序,shùnxù,N
6,說不定,shuōbùdìng,Adv
6,碩士,shuòshì,N
6,暑期,shŭqí,N
6,熟人,shúrén,N
6,輸入,shūrù,V
6,屬於,shŭyú,Vst
6,死,sĭ,Adv
6,絲,sī,N
6,撕,sī,V
6,四處,sìchù,Adv / N
6,四方,sìfāng,N
6,四季,sìjì,N
6,私立,sīlì,Vs-attr
6,私人,sīrén,N
6,思索,sīsuŏ,V
6,死亡,sĭwáng,Vp
6,飼養,sìyăng,V
6,四周,sìzhōu,N
6,鬆,sōng,Vs
6,送行,sòngxíng,Vi
6,俗,sú,Vs
6,算起來,suànqĭlái,Adv
6,算是,suànshì,Vst
6,算帳,suànzhàng,V-sep
6,俗話,súhuà,N
6,俗話說,súhuàshuō,
6,隨,suí,Vst
6,碎,suì,Vp
6,隨手,suíshŏu,Adv
6,歲數,suìshù,N
6,隨意,suíyì,Vs
6,隨著,suízhe,Prep
6,塑膠,sùjiāo,N
6,損失,sŭnshī,N / Vpt
6,縮,suō,V
6,縮短,suōduăn,V
6,縮水,suōshuĭ,Vp
6,素食,sùshí,N
6,牠,tā,N
6,踏,tà,V
6,塌,tā,Vp
6,太極拳,tàijíquán,N
6,太空,tàikōng,N
6,抬頭,táitóu,V-sep
6,彈,tán,V
6,探,tàn,V
6,趟,tàng,M
6,燙,tàng,V / Vs
6,湯圓,tāngyuán,N
6,談判,tánpàn,Vi
6,探親,tànqīn,V-sep
6,探討,tàntăo,V
6,攤位,tānwèi,N
6,毯子,tănzi,N
6,攤子,tānzi,N
6,套,tào,V
6,逃,táo,Vi
6,討,tăo,V
6,掏,tāo,V
6,逃避,táobì,V
6,陶瓷,táocí,N
6,淘氣,táoqì,Vs
6,桃(子),táo(zi),N
6,逃走,táozŏu,Vp
6,特別,tèbié,Adv
6,特點,tèdiăn,N
6,提,tí,V
6,天才,tiāncái,N
6,天空,tiānkōng,N
6,天然,tiānrán,Vs
6,天文,tiānwén,N
6,田野,tiányě,N
6,天真,tiānzhēn,Vs
6,天主教,tiānzhŭjiào,N
6,調,tiáo,V
6,挑,tiāo,V
6,跳高,tiàogāo,Vi
6,挑選,tiāoxuăn,V
6,跳遠,tiàoyuăn,Vi
6,條約,tiáoyuē,N
6,調整,tiáozhěng,V
6,貼心,tiēxīn,Vs
6,挺,tĭng,V / Vs
6,停止,tíngzhĭ,Vpt
6,提起,tíqĭ,V
6,提前,tíqián,Vp
6,體溫,tĭwēn,N
6,提醒,tíxĭng,V
6,體驗,tĭyàn,V
6,提早,tízăo,Vp
6,通,tōng,M / Vst
6,同,tóng,Adv / Vs
6,銅,tóng,N
6,桶,tŏng,M
6,同胞,tóngbāo,N
6,通常,tōngcháng,Adv
6,通過,tōngguò,V
6,統計,tŏngjì,V
6,痛快,tòngkuài,Vs
6,通信,tōngxìn,V-sep
6,通訊,tōngxùn,N
6,統一,tŏngyī,Vs
6,同志,tóngzhì,N
6,統治,tŏngzhì,V
6,頭,tóu,M
6,透,tòu,Vs
6,偷/偷偷,tōu/tōutōu,Adv
6,透過,tòuguò,Prep
6,頭腦,tóunăo,N
6,投票,tóupiào,V-sep
6,投入,tóurù,V
6,投降,tóuxiáng,Vi
6,投資,tóuzī,N
6,吐,tŭ,V
6,禿,tū,Vs
6,團,tuán,M
6,團結,tuánjié,Vs
6,突出,túchū,Vs
6,圖畫,túhuà,N
6,退,tuì,Vpt
6,退出,tuìchū,Vpt
6,推動,tuīdòng,V
6,推翻,tuīfān,V
6,推廣,tuīguăng,V
6,退回,tuìhuí,Vpt
6,途徑,tújìng,N
6,吞,tūn,V
6,拖,tuō,V
6,妥當,tuŏdàng,Vs
6,托兒所,tuōérsuŏ,N
6,脫離,tuōlí,V
6,妥善,tuŏshàn,Vs
6,妥協,tuŏxié,Vi
6,突破,túpò,N / V
6,圖書,túshū,N
6,圖章,túzhāng,N
6,挖,wā,V
6,歪,wāi,Vs
6,外表,wàibiăo,N
6,外部,wàibù,N
6,外出,wàichū,Vi
6,外地,wàidì,N
6,外觀,wàiguān,N
6,外行,wàiháng,Vs
6,外匯,wàihuì,N
6,外交,wàijiāo,N
6,外界,wàijiè,N
6,外科,wàikē,N
6,彎,wān,Vs
6,晚輩,wănbèi,N
6,完畢,wánbì,Vp
6,望,wàng,V
6,往,wăng,V
6,完美,wánměi,Vs
6,完善,wánshàn,Vs
6,玩笑,wánxiào,N
6,彎腰,wānyāo,V-sep
6,完整,wánzhěng,Vs
6,瓦斯,wăsī,N
6,圍,wéi,V
6,未,wèi,Adv
6,尾巴/尾,wěibā/wěi,N
6,違反,wéifăn,Vst
6,為何,wèihé,Adv
6,維護,wéihù,V
6,未婚,wèihūn,Vs
6,危機,wéijī,N
6,味精,wèijīng,N
6,為難,wéinán,Vs
6,委屈,wěiqū,Vs
6,衛生,wèishēng,Vs
6,維生素,wéishēngsù,N
6,維他命,wéitāmìng,N
6,委託,wěituō,V
6,慰問,wèiwèn,V
6,威脅,wēixié,N / V
6,衛星,wèixīng,N
6,唯一,wéiyī,Vs-attr
6,位於,wèiyú,Vst
6,委員,wěiyuán,N
6,吻,wěn,N / V
6,穩,wěn,Vs
6,溫,wēn,Vs
6,溫和,wēnhé,Vs
6,文具,wénjù,N
6,文憑,wénpíng,N
6,文物,wénwù,N
6,文藝,wényì,N
6,握,wò,V
6,勿,wù,Adv
6,誤,wù,Adv / Vst
6,霧,wù,N
6,舞蹈,wŭdào,N
6,誤點,wùdiăn,Vp
6,誤會,wùhuì,Vst
6,無可奈何,wúkěnàihé,Vs
6,物理,wùlĭ,N
6,無論,wúlùn,Conj
6,武器,wŭqì,N
6,無情,wúqíng,Vs
6,無數,wúshù,Det
6,武術,wŭshù,N
6,舞台/舞臺,wŭtái,N
6,舞廳,wŭtīng,N
6,無限,wúxiàn,Vs
6,無意,wúyì,Vs
6,物質,wùzhí,N
6,系,xì,N
6,吸,xī,V
6,瞎,xiā,Vp
6,蝦(子),xiā(zi),N
6,下巴,xiàbā,N
6,下降,xiàjiàng,Vp
6,下來,xiàlái,N
6,蝦米,xiāmĭ,N
6,閒,xián,Vs
6,嫌,xián,Vst
6,現,xiàn,Adv
6,鮮,xiān,Vs
6,現場,xiànchăng,N
6,現成,xiànchéng,Vs-attr
6,顯得,xiănde,Vs
6,相,xiāng,Adv
6,巷(子),xiàng(zi),N
6,象/大象,xiàng/dàxiàng,N
6,想不到,xiăngbùdào,
6,香腸,xiāngcháng,N
6,相處,xiāngchŭ,Vi
6,鄉村,xiāngcūn,N
6,相當,xiāngdāng,Vs
6,相互,xiānghù,Adv
6,向來,xiànglái,Adv
6,項目,xiàngmù,N
6,想念,xiăngniàn,Vst
6,相親,xiàngqīn,V-sep
6,相親相愛,xiāngqīnxiāngài,Vs
6,享受,xiăngshòu,Vst
6,相似,xiāngsì,Vs
6,響應,xiăngyìng,V
6,享有,xiăngyŏu,Vst
6,鮮花,xiānhuā,N
6,現金,xiànjīn,N
6,先進,xiānjìn,Vs
6,羨慕,xiànmù,Vst
6,鮮奶,xiānnăi,N
6,顯然,xiănrán,Adv
6,顯示,xiănshì,V
6,鮮血,xiānxiě,N
6,限制,xiànzhì,V
6,顯著,xiănzhù,Vs
6,消,xiāo,Vp
6,小便,xiăobiàn,Vi
6,校車,xiàochē,N
6,消除,xiāochú,V
6,曉得,xiăode,Vst
6,小販,xiăofàn,N
6,消費,xiāofèi,N / V
6,消化,xiāohuà,V
6,消極,xiāojí,Vs
6,效率,xiàolǜ,N
6,銷路,xiāolù,N
6,小麥,xiăomài,N
6,消滅,xiāomiè,Vpt
6,小氣,xiăoqì,Vs
6,笑容,xiàoróng,N
6,消失,xiāoshī,Vp
6,銷售,xiāoshòu,V
6,小腿,xiăotuĭ,N
6,消夜/宵夜,xiāoyè,N
6,校友,xiàoyŏu,N
6,小子,xiăozi,N
6,下棋,xiàqí,V-sep
6,下去,xiàqù,Ptc
6,下午茶,xiàwŭchá,N
6,下游,xiàyóu,N
6,細胞,xìbāo,N
6,斜,xié,Vs
6,歇,xiē,Vi
6,血管,xiěguăn,N
6,血型,xiěxíng,N
6,血液,xiěyè,N
6,寫作,xiězuò,Vi
6,媳婦,xífù,N
6,細節,xìjié,N
6,喜酒,xĭjiŭ,N
6,喜劇,xĭjù,N
6,細菌,xìjùn,N
6,系列,xìliè,N
6,行程,xíngchéng,N
6,形成,xíngchéng,Vpt
6,行動,xíngdòng,Vi
6,星光,xīngguāng,N
6,行人,xíngrén,N
6,形式,xíngshì,N
6,形象,xíngxiàng,N
6,性質,xìngzhí,N
6,形狀,xíngzhuàng,N
6,信號,xìnhào,N
6,新郎,xīnláng,N
6,心靈,xīnlíng,N
6,心目中,xīnmùzhōng,N
6,新娘,xīnniáng,N
6,信任,xìnrèn,Vst
6,心聲,xīnshēng,N
6,新式,xīnshì,Vs-attr
6,薪水,xīnshuĭ,N
6,心跳,xīntiào,N
6,新興,xīnxīng,Vs-attr
6,信仰,xìnyăng,N / Vst
6,信用,xìnyòng,N
6,心臟,xīnzàng,N
6,雄偉,xióngwěi,Vs
6,吸取,xīqŭ,V
6,吸食,xīshí,V
6,休假,xiūjià,V-sep
6,休閒,xiūxián,Vi
6,修正,xiūzhèng,V
6,細小,xìxiăo,Vs
6,吸菸,xīyān,V-sep
6,西裝,xīzhuāng,N
6,許,xŭ,V
6,懸,xuán,V
6,宣布/宣佈,xuānbù,V
6,宣傳,xuānchuán,N / V
6,選手,xuănshŏu,N
6,靴(子),xuē(zi),N
6,雪花,xuěhuā,N
6,學會,xuéhuì,N
6,削減,xuèjiăn,V
6,學歷,xuélì,N
6,學術,xuéshù,N
6,學位,xuéwèi,N
6,學業,xuéyè,N
6,學者,xuézhě,N
6,尋,xún,V
6,循環,xúnhuán,Vi
6,迅速,xùnsù,Vs
6,許願,xŭyuàn,V-sep
6,須知,xūzhī,N
6,壓,yā,V
6,壓力,yālì,N
6,煙/菸,yān,N
6,沿,yán,Prep
6,嚴,yán,Vs
6,鹽巴,yánbā,N
6,延長,yáncháng,V
6,演唱,yănchàng,V
6,癢,yăng,Vs
6,掩蓋,yăngài,V
6,嚴格,yángé,Vs
6,樣品,yàngpĭn,N
6,氧氣,yăngqì,N
6,宴會,yànhuì,N
6,研究所,yánjiùsuŏ,N
6,嚴肅,yánsù,Vs
6,厭惡,yànwù,Vs
6,演奏,yănzòu,V
6,搖,yáo,V
6,喲,yāo,Ptc
6,腰,yāo,N
6,搖擺,yáobăi,V
6,要不,yàobù,Conj
6,藥方,yàofāng,N
6,要好,yàohăo,Vs
6,要命,yàomìng,Vs
6,藥水,yàoshuĭ,N
6,搖頭,yáotóu,V-sep
6,藥物,yàowù,N
6,壓迫,yāpò,V
6,野,yě,Vs
6,葉(子),yè(zi),M / N
6,夜景,yèjĭng,N
6,野獸,yěshòu,N
6,業務,yèwù,N
6,野心,yěxīn,N
6,業餘,yèyú,Vs-attr
6,乙,yĭ,N
6,以,yĭ,Conj
6,移,yí,V
6,易,yì,Vs
6,億,yì,N
6,醫,yī,V
6,一般而言,yībānéryán,Conj
6,以便,yĭbiàn,Conj
6,一帶,yīdài,N
6,一旦,yīdàn,Conj
6,一大早,yīdàzăo,N
6,移動,yídòng,V
6,議會,yìhuì,N
6,已婚,yĭhūn,Vs
6,依據,yījù,N
6,一口氣,yīkŏuqì,Adv
6,一面,yīmiàn,Adv
6,移民,yímín,Vp
6,銀,yín,N
6,印,yìn,V
6,飲,yĭn,V
6,因而,yīnér,Conj
6,引發,yĭnfā,V
6,硬,yìng,Vs
6,影(子),yĭng(zi),N
6,影本,yĭngběn,N
6,應當,yīngdāng,Adv
6,贏得,yíngdé,Vpt
6,嬰兒,yīngér,N
6,應付,yìngfù,V
6,迎接,yíngjiē,V
6,英雄,yīngxióng,N
6,營養,yíngyăng,Vs
6,應邀,yìngyāo,Vi
6,營業,yíngyè,Vi
6,影印,yĭngyìn,V
6,應用,yìngyòng,V
6,飲食,yĭnshí,N
6,印刷,yìnshuā,Vi
6,因素,yīnsù,N
6,印象,yìnxiàng,N
6,印章,yìnzhāng,N
6,一旁,yīpáng,N
6,儀器,yíqì,N
6,一齊,yīqí,Adv
6,依然,yīrán,Adv
6,衣裳,yīshang,N
6,儀式,yíshì,N
6,意識,yìshì,N
6,一天到晚,yītiāndàowăn,Adv
6,意外,yìwài,Vs
6,以往,yĭwăng,N
6,疑問,yíwèn,N
6,義務,yìwù,N
6,醫學,yīxué,N
6,一一,yīyī,Adv
6,意願,yìyuàn,N
6,一再,yīzài,Adv
6,意志,yìzhì,N
6,一致,yīzhì,Vs
6,擁抱,yŏngbào,V
6,用不著,yòngbùzháo,Adv
6,用處,yòngchù,N
6,用得著,yòngdezháo,Vs
6,擁護,yŏnghù,V
6,擁擠,yŏngjĭ,Vs
6,用具,yòngjù,N
6,用力,yònglì,Vs-sep
6,勇氣,yŏngqì,N
6,用心,yòngxīn,Vs-sep / N
6,由,yóu,Prep
6,油,yóu,Vs
6,郵差,yóuchāi,N
6,有關,yŏuguān,Prep / Vs
6,友好,yŏuhăo,Vs
6,優惠,yōuhuì,Vs
6,有力,yŏulì,Vs
6,有利,yŏulì,Vs
6,優良,yōuliáng,Vs
6,優美,yōuměi,Vs
6,油膩,yóunì,Vs
6,有些,yŏuxiē,Adv / Det
6,遊行,yóuxíng,Vi
6,猶豫,yóuyù,Vs
6,憂鬱,yōuyù,Vs
6,優越,yōuyuè,Vs
6,遇,yù,Vst
6,願,yuàn,Vst
6,原本,yuánběn,Adv
6,遠大,yuăndà,Vs
6,元旦,yuándàn,N
6,緣故,yuángù,N
6,原來,yuánlái,Vs-attr
6,原理,yuánlĭ,N
6,原料,yuánliào,N
6,圓滿,yuánmăn,Vs
6,原始,yuánshĭ,Vs
6,冤枉,yuānwăng,Vs / Vst
6,原先,yuánxiān,Adv
6,圓形,yuánxíng,N
6,原則,yuánzé,N
6,原則上,yuánzéshàng,Adv
6,原子筆,yuánzĭbĭ,N
6,預報,yùbào,N
6,語調,yŭdiào,N
6,預定,yùdìng,V
6,預訂,yùdìng,V
6,月分,yuèfèn,N
6,月光,yuèguāng,N
6,月球,yuèqiú,N
6,預計,yùjì,Vaux
6,遇見,yùjiàn,Vpt
6,娛樂,yúlè,N
6,暈,yūn,Vs
6,運輸,yùnshū,V
6,運送,yùnsòng,V
6,允許,yŭnxŭ,V
6,運用,yùnyòng,V
6,運轉,yùnzhuăn,Vi
6,與其,yŭqí,Conj
6,語氣,yŭqì,N
6,預算,yùsuàn,N
6,預先/預,yùxiān/yù,Adv
6,語音,yŭyīn,N
6,砸,zá,V
6,雜,zá,Vs
6,載,zài,V
6,再度,zàidù,Adv
6,災害,zāihài,N
6,在乎,zàihū,Vst
6,災難,zāinàn,N
6,再三,zàisān,Adv
6,再說,zàishuō,Conj
6,贊成,zànchéng,Vst
6,葬禮,zànglĭ,N
6,讚美,zànměi,V
6,咱們,zánmen,N
6,贊同,zàntóng,Vst
6,造,zào,V
6,糟,zāo,Vs
6,早晨,zăochén,N
6,遭到,zāodào,Vpt
6,糟糕,zāogāo,Vs
6,造句,zàojù,V-sep
6,遭受,zāoshòu,Vst
6,早晚,zăowăn,Adv
6,早已,zăoyĭ,Adv
6,遭遇,zāoyù,N
6,則,zé,Adv / M
6,怎,zěn,Adv
6,贈,zèng,V
6,贈品,zèngpĭn,N
6,贈送,zèngsòng,V
6,增長,zēngzhăng,Vst
6,窄,zhăi,Vs
6,占/佔,zhàn,V / Vst
6,戰場,zhànchăng,N
6,展出,zhănchū,V
6,漲,zhăng,Vp
6,張,zhāng,V
6,章,zhāng,M
6,長輩,zhăngbèi,N
6,帳單,zhàngdān,N
6,丈夫,zhàngfū,N
6,漲價,zhăngjià,Vp-sep
6,張開,zhāngkāi,V
6,掌聲,zhăngshēng,N
6,展開,zhănkāi,V
6,展覽,zhănlăn,N / V
6,展示,zhănshì,V
6,占有/佔有,zhànyŏu,Vst
6,站住,zhànzhù,Vi
6,照,zhào,Adv
6,照常,zhàocháng,Vs
6,招呼,zhāohū,V
6,召開,zhàokāi,V
6,招手,zhāoshŏu,V-sep
6,折,zhé,V
6,者,zhě,N
6,折合,zhéhé,Vst
6,折扣,zhékòu,N
6,折磨,zhémó,V
6,陣,zhèn,M
6,針,zhēn,N
6,震動,zhèndòng,Vi
6,針對,zhēnduì,Prep
6,正,zhèng,Vs
6,整,zhěng,N / Vs
6,爭,zhēng,V
6,睜,zhēng,V
6,政策,zhèngcè,N
6,政黨,zhèngdăng,N
6,正方形,zhèngfāngxíng,N
6,政府,zhèngfŭ,N
6,正規,zhèngguī,Vs-attr
6,證件,zhèngjiàn,N
6,整潔,zhěngjié,Vs
6,正經,zhèngjīng,Vs
6,證據,zhèngjù,N
6,爭論,zhēnglùn,V
6,正面,zhèngmiàn,N
6,證明,zhèngmíng,N
6,徵求,zhēngqiú,V
6,爭取,zhēngqŭ,V
6,證實,zhèngshí,Vpt
6,整數,zhěngshù,N
6,整體,zhěngtĭ,N
6,正月,zhēngyuè,N
6,症狀,zhèngzhuàng,N
6,偵探,zhēntàn,N
6,珍惜,zhēnxí,Vst
6,真心,zhēnxīn,N
6,珍珠,zhēnzhū,N
6,陣子,zhènzi,N
6,只,zhĭ,M
6,止,zhĭ,Vs
6,直,zhí,Adv
6,值,zhí,Vst
6,擲,zhí,V
6,治,zhì,V
6,至,zhì,V
6,之,zhī,N / Ptc
6,支持,zhīchí,V
6,指出,zhĭchū,Vpt
6,支出,zhīchū,Vpt
6,指導,zhĭdăo,V
6,制定/制訂,zhìdìng,V
6,指定,zhĭdìng,V
6,之間,zhījiān,N
6,之類,zhīlèi,N
6,支票,zhīpiào,N
6,志氣,zhìqì,N
6,只是,zhĭshì,Adv
6,指示,zhĭshì,N / V
6,職位,zhíwèi,N
6,直線,zhíxiàn,Adv
6,執行,zhíxíng,V
6,秩序,zhìxù,N
6,志願,zhìyuàn,N
6,支援,zhīyuán,V
6,製造/製,zhìzào/zhì,V
6,指責,zhĭzé,V
6,紙張,zhĭzhāng,N
6,制止,zhìzhĭ,V
6,製作,zhìzuò,V
6,中,zhòng,Vp
6,重,zhòng,Vst
6,腫,zhŏng,Vs
6,中,zhōng,Vs-attr
6,重大,zhòngdà,Vs
6,中毒,zhòngdú,Vp-sep
6,中級,zhōngjí,N
6,種類,zhŏnglèi,N
6,重量,zhòngliàng,N
6,中年,zhōngnián,N
6,重傷,zhòngshāng,N / Vs
6,中途,zhōngtú,N
6,重心,zhòngxīn,N
6,中央,zhōngyāng,N
6,中藥,zhōngyào,N
6,種子,zhŏngzĭ,N
6,種族,zhŏngzú,N
6,州,zhōu,N
6,周,zhōu,M
6,週,zhōu,M
6,粥,zhōu,N
6,周到,zhōudào,Vs
6,竹(子),zhú(zi),N
6,賺,zhuàn,V
6,轉,zhuăn,V / Vp
6,轉變,zhuănbiàn,Vpt
6,轉播,zhuănbò,V
6,轉達,zhuăndá,V
6,壯,zhuàng,Vs
6,撞,zhuàng,V
6,轉告,zhuăngào,V
6,狀況,zhuàngkuàng,N
6,裝飾,zhuāngshì,V
6,轉機,zhuănjī,Vi
6,專家,zhuānjiā,N
6,專利,zhuānlì,N
6,專門,zhuānmén,Vs
6,專人,zhuānrén,N
6,轉身,zhuănshēn,Vi
6,轉向,zhuănxiàng,V / Vi
6,專業,zhuānyè,N
6,主辦,zhŭbàn,V
6,註冊,zhùcè,V-sep
6,主持,zhŭchí,V
6,主觀,zhŭguān,Vs
6,祝賀,zhùhè,V
6,住戶,zhùhù,N
6,追,zhuī,V
6,逐漸,zhújiàn,Adv
6,主角,zhŭjué,N
6,准,zhŭn,V
6,準,zhŭn,Vs
6,准考證/准考証,zhŭnkăozhèng,N
6,準確,zhŭnquè,Vs
6,捉,zhuō,V
6,桌,zhuō,M
6,注射,zhùshè,V
6,主席,zhŭxí,N
6,住院,zhùyuàn,V-sep
6,住宅,zhùzhái,N
6,主張,zhŭzhāng,N / V
6,紫,zĭ,Vs-attr
6,資本,zīběn,N
6,資格,zīgé,N
6,資金,zījīn,N
6,自來水,zìláishuĭ,N
6,字幕,zìmù,N
6,字母,zìmŭ,N
6,子女,zĭnǚ,N
6,自然,zìrán,N
6,自私,zìsī,Vs
6,自我,zìwŏ,N
6,自信,zìxìn,Vs
6,資訊,zīxùn,N
6,自願,zìyuàn,Vs
6,自主,zìzhŭ,Vs
6,總共,zŏnggòng,Adv
6,綜合,zònghé,V / Vs-attr
6,總理,zŏnglĭ,N
6,走道,zŏudào,N
6,走私,zŏusī,V
6,足,zú,Vs / Det
6,組,zŭ,V
6,阻礙,zŭài,V
6,鑽,zuān,V
6,鑽石,zuànshí,N
6,足夠,zúgòu,Vs
6,祖國,zŭguó,N
6,罪,zuì,N
6,最少,zuìshăo,Adv
6,遵守,zūnshŏu,Vst
6,尊重,zūnzhòng,Vst
6,作家,zuòjiā,N
6,做客/作客,zuòkè,Vi
6,作為,zuòwéi,Vst / N
6,作用,zuòyòng,N
6,足以,zúyĭ,Vaux
6,阻止,zŭzhĭ,V
6,組織,zŭzhī,N / V
7,挨,āi,Vst
7,欸,ăi,Ptc
7,愛戴,àidài,Vst
7,愛國,àiguó,Vs
7,愛滋病,àizībìng,N
7,安頓,āndùn,V
7,安撫,ānfŭ,V
7,安寧,ānníng,Vs
7,安詳,ānxiáng,Vs
7,安置,ānzhì,V
7,暗暗,ànàn,Adv
7,案件,ànjiàn,N
7,案情,ànqíng,N
7,按摩,ànmó,V
7,昂貴,ángguì,Vs
7,奧妙,àomiào,Vs
7,懊惱,àonăo,Vs
7,八卦,bāguà,N
7,八字,bāzì,N
7,把持,băchí,V
7,把手,băshŏu,N
7,白皮書,báipíshū,N
7,拜會,bàihuì,V
7,頒發/頒,bānfā/bān,V
7,頒獎,bānjiăng,V-sep
7,辦案,bànàn,V-sep
7,半島,bàndăo,N
7,半導體,bàndăotĭ,N
7,幫,bāng,M
7,綁,băng,V
7,包袱,bāofú,N
7,包圍,bāowéi,V
7,寶貝,băobèi,Vst
7,寶石,băoshí,N
7,飽和,băohé,Vs
7,飽滿,băomăn,Vs
7,保安,băoān,N
7,保管,băoguăn,V
7,保齡球,băolíngqiú,N
7,保姆,băomŭ,N
7,保全,băoquán,Vs-attr
7,保險,băoxiăn,Vs
7,保佑,băoyòu,V
7,保重,băozhòng,Vi
7,報案,bàoàn,V-sep
7,報表,bàobiăo,N
7,報酬,bàochóu,N
7,報復,bàofù,V
7,報關,bàoguān,V-sep
7,報價,bàojià,N
7,報刊,bàokān,N
7,報應,bàoyìng,N
7,報章,bàozhāng,N
7,暴雨,bàoyŭ,N
7,爆發,bàofā,Vpt
7,抱負,bàofù,N
7,碑,bēi,N
7,悲哀,bēiāi,Vs
7,悲觀,bēiguān,Vs
7,貝殼,bèiké,N
7,倍數,bèishù,N
7,背誦,bèisòng,V
7,奔騰,bēnténg,Vi
7,本,běn,Adv
7,本事,běnshì,N
7,本位,běnwèi,N
7,本性,běnxìng,N
7,本質,běnzhí,N
7,崩潰,bēngkuì,Vp
7,甭,béng,Adv
7,敝,bì,Det
7,必,bì,Adv
7,編輯,biānjí,N / V
7,編寫,biānxiě,V
7,編織,biānzhī,V
7,編制,biānzhì,N
7,編製,biānzhì,V
7,邊界,biānjiè,N
7,邊緣,biānyuán,N
7,貶,biăn,Vp
7,貶值,biănzhí,Vp
7,匾額,biăné,N
7,辨認,biànrèn,V
7,辨識,biànshì,V
7,辯,biàn,V
7,辯護,biànhù,Vi
7,辯論,biànlùn,Vi
7,變革,biàngé,N
7,變遷,biànqiān,Vs
7,變通,biàntōng,Vi
7,變形,biànxíng,Vp
7,標籤,biāoqiān,N
7,標語,biāoyŭ,N
7,表白,biăobái,Vi
7,表明,biăomíng,Vi
7,鼻孔,bíkŏng,N
7,筆錄,bĭlù,N
7,筆友,bĭyŏu,N
7,比率,bĭlǜ,N
7,比擬,bĭnĭ,V
